MR;Reference;Hypothesis;Incorrect Number;Incorrect Named Entity;Incorrect Word;Context Error;Not checkable;Other;Fluency
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""2"",city=""CERRO AZUL"",day=""25"",month=""12"",state=""PARANÁ"",year=""2020"") [HISTORY] [PARAGRAPH]";Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 25 de dezembro de 2020, CERRO AZUL / PARANÁ, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 2 focos de incêndio no dia.;Segundo dados do Instituto Nacional de Pesquisas Espaciais(INPE) sobre queimadas no território brasileiro, hoje (25 de dezembro), Mata Atlântica registrou 2 focos de queimadas e foi o bioma mais atingido.
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""21"",day=""25"",month=""3"",year=""2021"") [HISTORY] PORTO MURTINHO / MATO GROSSO DO SUL, no Pantanal, foi a cidade mais atingida, acumulando 4 focos de incêndio no dia.";Mata Atlântica teve 21 focos de queimadas e foi o bioma mais atingido.;O bioma mais atingido foi a Mata Atlântica, que registrou 21 focos de queimadas.
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""5"",day=""25"",month=""12"",year=""2020"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 25 de dezembro de 2020, CERRO AZUL / PARANÁ, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 2 focos de incêndio no dia.";No dia, Mata Atlântica teve 5 focos de queimadas e foi o bioma mais atingido.;A Amazônia teve 566 focos de queimadas e foi o bioma mais atingido no dia.
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.67"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""1.06"") [HISTORY] Com 3.647 novos óbitos, o país chega a marca de 348.934 mortos.";Nas últimas 24 horas, o número de infecções confirmadas teve crescimento de 0,67% e o número de óbitos alta de 1,06%.;Nas últimas 24 horas, o número de infecções confirmadas teve crescimento de 0,67% e o número de óbitos alta de 1,06%.
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Sena Madureira"",location=""deter-amz"",month=""7"",state=""AC"",year=""2020"") [HISTORY] No dia 22 de julho de 2020, o Instituto Nacional de Pesquisas Espaciais informou que houve alertas de desmatamento que somam 4,39 km² em Sena Madureira / Acre, acumulando 6 dias com alertas no mês na região.";O principal tipo de degradação que gerou o alerta para Sena Madureira / Acre foi o desmatamento com solo exposto, que deixa a terra sem vegetação.;O principal tipo de degradação que gerou o alerta para Sena Madureira / Acre foi o desmatamento com solo exposto, que deixa a terra sem vegetação.
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""51.07"",city=""Altamira"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².";O município que teve mais desmatamento no mês foi Altamira (Pará), com 51,07 km² de área desmatada.;A cidade que mais sofreu desmatamento foi Altamira / Pará ( 51, 07 ).
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Altamira"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] O município de Altamira / Pará soma 152,15 km² desmatar no mês de maio de 2020.";A principal causa de desmatamento foi o desmatamento com solo exposto, deixando a terra sem vegetação.;A principal causa de desmatamento foi o desmatamento com solo exposto, deixando a terra sem vegetação.
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""70.26"",city=""Sao Felix do Xingu"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), Sao Felix do Xingu / Pará teve alertas de desmatamento no dia 11 de setembro de 2020 que somaram 5,97 km².";Sao Felix do Xingu somou 70,26 km² de área desmatada em setembro.;O município mais atingido foi Poconé/MT, com 75 km² de área desmatada.
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(UC=""FLORESTA NACIONAL DO JAMANXIM"",area=""21.75"",city=""Novo Progresso,Itaituba"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]";Neste mês de julho, a Unidade de Conservação que sofreu desmatamento recorde foi a FLORESTA NACIONAL DO JAMANXIM / Pará (21,75 km²).;A Unidade de Conservação que foi mais devastada foi a FLORESTA NACIONAL DO JAMANXIM / Pará (211,75 km2).
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""3.61"") [SEP] NEW_CASES(cases=""40131"",highest=""False"") [SEP] TOTAL_CASES(cases=""1151479"") [HISTORY] As mortes por #COVID19 no Brasil chegam a 52.771, com 1.364 novos óbitos, representando um aumento diário de 2,65%.";Os casos de infecção pelo vírus alcançam 1.151.479, uma alta diária de 3,61%, representada por 40.131 novos casos.;Com recorde de mortes, o país registra novo recorde de óbitos, com 39131 novos óbitos.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""1866176"") [SEP] TOTAL_DEATHS(deaths=""72151"") [HISTORY] [PARAGRAPH]";O Brasil alcança 1.866.176 casos confirmados e 72.151 mortes por #COVID19.;Brasil registra novo recorde, com 18666 novos casos e 72151 mortes por #COVID19.
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""79"",day=""20"",month=""2"",year=""2021"") [HISTORY] A cidade mais atingida foi ACREÚNA, em GOIÁS, que teve 7 focos de queimadas.";Ao todo, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 79 focos de queimadas no território brasileiro.;Ao todo, o Instituto Nacional de Pesquisas Espaciais ( INPE ) registrou 79 focos de queimadas no território brasileiro.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""9550301"") [SEP] TOTAL_DEATHS(deaths=""232248"") [HISTORY] [PARAGRAPH]";Ao todo, foram contabilizados 9.550.301 casos e 232.248 mortes.;São registrados, no total, 231.248 mortes e 9.950.301 casos de #COVID19 no Brasil.
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""5.32"",city=""Cumaru do Norte"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] O principal tipo de degradação que gerou o alerta para Cumaru do Norte / Pará foi o desmatamento com solo exposto, que remove totalmente a vegetação da floresta.";No total, 5,32 km² foram desmatados em Cumaru do Norte no mês de agosto.;No total, 5,32 km² foram desmatados em Cumaru do Norte no mês de agosto.
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""None"",location=""deter-amz"",month=""6"",state=""PA"",uc=""FLORESTA NACIONAL DO CREPORI"",year=""2020"") [SEP] DAILY_ALERT(area=""0.09"",city=""None"",day=""7"",location=""deter-amz"",month=""6"",state=""PA"",uc=""FLORESTA NACIONAL DO CREPORI"",year=""2020"") [HISTORY] [PARAGRAPH]";Em 7 de junho de 2020, o monitoramento do Instituto Nacional de Pesquisas Espaciais (INPE) detectou desmatamento (0,09 km²) na FLORESTA NACIONAL DO CREPORI / Pará - a principal causa do alerta foi a mineração.;O principal tipo de degradação que gerou o alerta para Colíder / MT foi o desmatamento com solo exposto, que remove totalmente a floresta da floresta.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""5103408"") [SEP] TOTAL_DEATHS(deaths=""150709"") [HISTORY] [PARAGRAPH]";São registrados, no total, 150.709 mortes e 5.103.408 casos de #COVID19 no Brasil.;Brasil registra recorde de casos de # COVID19.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""11998233"") [SEP] TOTAL_DEATHS(deaths=""294115"") [HISTORY] [PARAGRAPH]";O Brasil alcança 11.998.233 casos confirmados e 294.115 mortes por #COVID19.;O Brasil soma 11.993.823 casos de #COVID19 e 291.515 mortes ocasionadas pelo vírus.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""850796"") [SEP] TOTAL_DEATHS(deaths=""42791"") [HISTORY] [PARAGRAPH]";No total, o Brasil contabiliza 850.796 casos e 42.791 mortes pela doença.;Brasil registra 850796 novos casos de #COVID19, um aumento diário de 6% no total de infectados.
"[COVID19] [INTENTS] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""0.95"") [SEP] NEW_DEATHS(deaths=""2730"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""290525"") [HISTORY] [PARAGRAPH]";As mortes por #COVID19 no Brasil chegam a 290.525, com 2.730 novos óbitos, representando uma alta diária de 0,95%.;As mortes por #COVID19 no Brasil chegam a 295.525, com 1.273 novos óbitos, representando um crescimento diário de 0,95%.
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Apui"",location=""deter-amz"",month=""8"",state=""AM"",year=""2020"") [HISTORY] Apui acumula 22,30 km² em agosto.";O principal tipo de desmatamento foi o desmatamento com solo exposto, deixando a terra sem vegetação.;O principal tipo de degradação que gerou a região foi o desmatamento com solo exposto, deixando a terra sem vegetação.
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""75"",city=""POCONÉ"",day=""11"",month=""10"",state=""MATO GROSSO"",year=""2020"") [HISTORY] O bioma mais atingido foi a Amazônia, que registrou 260 focos de queimadas.";A cidade mais atingida foi POCONÉ / MATO GROSSO, localizada no bioma Pantanal, que registrou 75 focos de incêndio.;A cidade mais atingida foi POCONÉ, em MATO GROSSO, que teve 75 focos de queimadas.
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""5.97"",city=""Sao Felix do Xingu"",daily_accumulation=""11"",day=""11"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]";Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), Sao Felix do Xingu / Pará teve alertas de desmatamento no dia 11 de setembro de 2020 que somaram 5,97 km².;O município mais atingido foi o Pará (INPE) registrou desmatamento no mês anterior, com 5.97 km2 de área desmatada.
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Caatinga"",cases=""195"",day=""30"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]";Hoje, no dia 30 de outubro de 2020, a Caatinga atingiu o recorde de queimadas, com 195 focos registrados pelo INPE (Instituto Nacional de Pesquisas Espaciais).;Hoje, no dia 30 de outubro de 2020, a Caatinga atingiu o recorde de queimadas, com 195 focos registrados pelo INPE (Instituto Nacional de Pesquisas Espaciais).
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""328"",day=""16"",month=""11"",year=""2020"") [HISTORY] [PARAGRAPH]";O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 328 focos de queimadas no território brasileiro.;O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo,328 focos de queimadas no território brasileiro.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]";O Brasil alcança 4.239.763 casos confirmados e 129.575 mortes por #COVID19.;São registrados, no total, 124.575 mortes e 4.239.763 casos de #COVID19 no Brasil.
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""685.97"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]";No mês, Pará foi o estado que mais teve desmatamento (685,97 km²).;O Pará foi o estado que mais sofreu desmatamento (685.97 km2).
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Pantanal"",cases=""4"",city=""PORTO MURTINHO"",day=""25"",month=""3"",state=""MATO GROSSO DO SUL"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 64 focos de queimadas no território brasileiro.";PORTO MURTINHO / MATO GROSSO DO SUL, no Pantanal, foi a cidade mais atingida, acumulando 4 focos de incêndio no dia.;No dia 25 de março de 2021, a cidade mais atingida por focos de queimadas foi PORTO MURTINHO/MT, acumulando 4 focos de queimadas.
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Altamira"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] O município de Altamira / Pará soma 152,15 km² desmatar no mês de maio de 2020.";A principal causa de desmatamento foi o desmatamento com solo exposto, deixando a terra sem vegetação.;O principal tipo de desmatamento foi o desmatamento com solo exposto, deixando a terra sem vegetação.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""5103408"") [SEP] TOTAL_DEATHS(deaths=""150709"") [HISTORY] [PARAGRAPH]";São registrados, no total, 150.709 mortes e 5.103.408 casos de #COVID19 no Brasil.;São registrados, no total, 150.709 mortes e 5.103.408 casos de #COVID19 no Brasil.
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""19"",day=""4"",month=""3"",year=""2021"") [HISTORY] [PARAGRAPH]";O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 19 focos de queimadas no território brasileiro.;O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 19 focos de queimadas no território brasileiro.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""5632505"") [SEP] TOTAL_DEATHS(deaths=""162035"") [HISTORY] [PARAGRAPH]";São registrados, no total, 162.035 mortes e 5.632.505 casos de #COVID19 no Brasil.;Brasil registra recorde de casos de # COVID19.
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""21"",day=""25"",month=""3"",year=""2021"") [HISTORY] PORTO MURTINHO / MATO GROSSO DO SUL, no Pantanal, foi a cidade mais atingida, acumulando 4 focos de incêndio no dia.";Mata Atlântica teve 21 focos de queimadas e foi o bioma mais atingido.;Mata Atlântica teve 21 focos de queimadas e foi o bioma mais atingido.
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""322.91"",location=""deter-amz"",month=""4"",year=""2021"") [HISTORY] [PARAGRAPH]";Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 322,91 km² foram desmatados na Amazônia Legal, em abril de 2021.;O Instituto Nacional de Pesquisas Espaciais (INPE) identificou, no mês de abril de 2020, um total de 322.91 km2 de área desmatada na Amazônia Legal.
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""12"",city=""CANARANA"",day=""11"",month=""2"",state=""MATO GROSSO"",year=""2021"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 111 focos de queimadas no território brasileiro.";CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.;CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Caatinga"",cases=""675"",day=""13"",month=""11"",year=""2020"") [HISTORY] [PARAGRAPH]";O bioma mais atingido foi a Caatinga, que registrou 675 focos de queimadas.;No dia 13 de novembro de 2020, o bioma Caatinga atingiu 675 focos de queimadas.
"[COVID19] [INTENTS] TOTAL_CASES(cases=""9230016"") [SEP] TOTAL_DEATHS(deaths=""225143"") [HISTORY] [PARAGRAPH]";São registrados, no total, 225.143 mortes e 9.230.016 casos de #COVID19 no Brasil.;Brasil registra 923 novos casos de #COVID19, um aumento diário de 6% no total de infectados.
